Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
S&P 500,12.82,10.42,2.90%,111.69M,-4.49%,14.64B,13.24,15.40%,-4.15%,106.36M,-20.83%,1.29B,1.16,1.83,95.50%,2.73%,0.69%,27.49B,0.53,3.05%,-1.38%,2.02,29.22%,14.26,9.37,6.96%,2.90M,-10.65%,19.03,7.03,11.02%,62.69%,95.85 - 174.80,-7.11%,0.33 (0.25%),14.83,43.90%,27.05%,-23.53%,1.14,0.32 (0.24%),0.72,3.29%,9.12%,39.46%,4.69,"Feb 18, 2025",1.06,76.43%,4.80%,30.22,3.17% 2.93%,138000,2.07,-17.83%,4.71%,1.91,175.43,Yes / Yes,2.00,-40.27%,2.87%,0.46,130.51,5.84%,6.55%,-16.61%,Mar 20 BMO,1.44M,133.67,-10.74%,-14.45%,4.05%,,"165,590",2.42%,JBL
-,11.50,3.74,0.21%,1.38B,1.77%,59.60B,8.44,9.40%,0.00%,1.38B,9.49%,5.75B,1.28,0.97,21.80%,2.40%,8.78%,161.01B,0.37,8.58%,-3.37%,2.67,62.05%,21.39,2.01,6.23%,33.22M,57.25%,23.88,1.80,8.96%,17.55%,24.13 - 47.82,24.14%,0.93 (2.16%),-,25.28%,13.36%,-10.00%,0.53,0.76 (1.77%),0.97,15.00%,15.74%,78.37%,1.99,"Apr 08, 2025",1.29,77.60%,3.42%,56.78,3.81% 4.00%,517124,0.38,5.20%,3.57%,1.39,55.14,Yes / Yes,0.31,204.36%,26.23%,1.71,41.24,5.23%,19.60%,13.99%,Mar 06 BMO,12.42M,43.04,4.13%,9.16%,25.88%,,"5,319,400",4.36%,JD
RUT,6.63,2.83,53.10%,15.34M,-12.83%,287.63M,5.13,9.23%,-0.86%,7.19M,-24.94%,42.00M,0.84,0.21,48.12%,5.86%,-31.92%,617.46M,0.47,6.95%,2.08%,4.50,-24.33%,6.73,2.79,9.81%,0.42M,-25.48%,2.53,7.42,7.87%,62.26%,18.04 - 40.61,-32.11%,-,6.07,-6.14%,15.13%,-53.83%,0.37,0.21 (1.12%),0.49,0.57%,66.91%,3.94%,1.00,"Dec 26, 2024",0.97,24.91%,13.15%,21.99,5.29% 4.45%,3091,2.04,2.42%,6.80%,1.67,35.60,No / Yes,1.69,-0.86%,0.00%,0.53,18.19,0.16%,11.80%,0.76%,Mar 19 BMO,93.57K,18.75,-16.57%,-25.34%,-34.90%,,"12,300",3.08%,JILL
-,14.05,1.72,43.38%,165.20M,-0.90%,4.00B,10.45,7.03%,-0.03%,93.46M,-0.29%,294.00M,3.47,-0.12,51.37%,9.30%,5.53%,15.02B,0.27,-0.17%,3.28%,3.28,9.59%,6.90,3.51,3.38%,8.69M,36.12%,6.27,3.86,4.05%,29.58%,16.78 - 24.99,0.33%,0.76 (3.15%),3.93,-11.35%,5.68%,-3.04%,2.28,0.76 (3.14%),0.51,1.77%,37.43%,44.36%,0.10,"Mar 11, 2025",1.19,120.00%,3.63%,46.97,0.36% 0.29%,54000,3.76,2.20%,1.96%,3.14,24.03,Yes / Yes,3.54,19.15%,43.68%,1.14,24.22,0.91%,18.03%,-2.19%,Mar 04 BMO,2.65M,24.23,-0.33%,-0.04%,5.74%,,"753,316",0.04%,JWN
RUT,7.10,11.44,2.12%,73.38M,-3.79%,5.90B,3.55,9.47%,-2.19%,71.11M,-11.32%,902.00M,0.66,5.06,95.42%,4.73%,-9.57%,3.27B,1.81,11.37%,0.82%,4.85,2.00%,125.80,0.65,0.30%,3.36M,31.76%,-,-,10.72%,9.49%,60.54 - 115.22,-6.66%,3.20 (3.94%),1.02,-,7.63%,-29.46%,1.53,2.90 (3.57%),-,24.92%,-,34.26%,3.98,"Mar 11, 2025",-,8.91%,34.33%,40.63,5.00% 4.98%,3970,0.21,3.55%,27.58%,3.20,100.20,Yes / Yes,0.21,122.86%,23.84%,0.71,79.36,-87.58%,-4.76%,-74.78%,Feb 19 AMC,694.04K,81.28,-5.66%,-9.21%,-7.97%,,"122,733",2.42%,JXN
-,5.84,9.36,0.03%,373.60M,0.59%,20.42B,5.07,6.36%,0.00%,373.49M,-4.04%,3.57B,0.53,2.97,5.48%,0.14%,-6.98%,36.27B,0.56,15.21%,0.85%,3.06,-6.93%,96.01,0.57,0.67%,0.51M,0.66%,-,-,10.93%,9.39%,45.59 - 72.89,-3.94%,2.34 (4.29%),3.16,5.44%,4.67%,-25.01%,0.91,1.71 (3.13%),-,6.62%,-,19.89%,1.24,"Sep 27, 2024",0.19,6.28%,16.34%,41.75,1.66% 1.93%,152,2.85,-1.25%,9.86%,1.20,78.78,Yes / Yes,1.13,184.03%,20.76%,0.61,54.02,-4.79%,3.65%,-9.83%,Feb 05 AMC,165.62K,54.66,-1.22%,-6.15%,-10.91%,,"25,206",1.18%,KB
RUT,7.07,8.47,3.83%,72.16M,-6.54%,4.28B,6.77,6.85%,-2.61%,68.71M,-6.42%,650.19M,1.63,1.58,100.10%,6.71%,-22.49%,6.93B,0.62,-2.12%,-0.69%,3.43,-24.93%,56.27,1.06,9.51%,4.61M,-13.73%,8.39,7.13,4.34%,16.52%,59.00 - 89.70,-8.95%,0.96 (1.61%),13.14,24.25%,11.26%,-33.29%,1.61,1.00 (1.67%),0.88,10.06%,21.34%,1.41%,2.01,"Feb 06, 2025",5.83,20.03%,11.34%,38.04,3.44% 3.10%,2384,0.42,8.10%,9.38%,2.75,75.19,Yes / Yes,0.42,36.03%,11.24%,0.43,59.89,0.60%,3.31%,19.47%,Mar 24 AMC,1.34M,59.83,-3.65%,-7.32%,-19.60%,,"145,493",-0.09%,KBH
-,3.86,1.99,0.00%,1.28B,0.00%,9.89B,2.11,5.30%,-,1.28B,8.15%,2.56B,0.21,0.91,1.53%,0.04%,1.99%,68.54B,0.14,80.18%,0.21%,2.38,-5.87%,21.12,0.36,1.45%,0.47M,-16.12%,3.05,2.52,18.41%,9.32%,6.68 - 9.55,11.92%,0.07 (0.89%),7.77,-,2.87%,-19.33%,0.89,-,0.30,6.67%,12.47%,15.27%,0.17,"Dec 30, 2020",0.46,172.50%,8.97%,55.53,1.57% 1.81%,23138,3.42,1.51%,3.74%,1.54,9.52,Yes / Yes,2.29,-22.02%,0.00%,0.25,7.67,1.34%,9.86%,-1.18%,Feb 28 BMO,196.12K,7.70,0.79%,5.07%,1.81%,,"12,038",0.39%,KEP
RUT,14.21,4.65,1.44%,51.57M,0.50%,3.41B,12.44,9.44%,-19.51%,50.84M,-0.42%,243.38M,1.19,1.26,99.54%,2.65%,-8.09%,2.74B,1.25,13.49%,3.50%,3.61,-4.84%,34.76,1.90,6.75%,1.35M,2.59%,15.88,4.16,11.97%,13.92%,59.78 - 80.64,-1.99%,1.54 (2.33%),10.79,12.26%,10.49%,-18.02%,1.40,1.44 (2.18%),1.90,8.68%,21.22%,10.59%,2.03,"Mar 27, 2025",1.90,62.57%,12.50%,49.54,3.78% 2.57%,9076,0.32,-3.27%,8.88%,1.60,81.25,Yes / Yes,0.29,-2.56%,31.59%,1.60,66.46,2.81%,5.41%,-0.05%,Mar 11 BMO,373.91K,66.11,1.12%,-1.97%,-5.35%,,"149,337",-0.53%,KFY
"NDX, S&P 500",13.35,2.26,0.44%,1.20B,-6.03%,36.14B,10.73,4.94%,-1.41%,1.19B,5.66%,2.74B,-,0.61,83.69%,2.97%,-4.27%,25.85B,1.40,-12.27%,-0.00%,3.34,-13.99%,41.16,0.73,3.07%,35.30M,-12.60%,1.14,26.47,-1.19%,5.56%,27.25 - 38.96,-1.53%,1.60 (5.30%),11.44,7.39%,3.98%,-22.38%,0.42,1.60 (5.29%),0.59,0.72%,34.86%,10.97%,0.87,"Mar 07, 2025",1.06,-2.22%,20.97%,47.21,3.89% 3.10%,36000,0.42,-2.98%,10.62%,2.72,30.53,Yes / Yes,0.40,187.31%,70.85%,0.59,30.19,-1.30%,7.62%,-4.14%,Feb 12 BMO,10.58M,30.24,-1.69%,0.97%,-7.51%,,"1,547,793",0.17%,KHC
-,12.63,1.31,22.16%,12.31M,10.79%,204.13M,8.27,11.11%,0.20%,9.61M,-2.94%,15.87M,-,-0.09,30.42%,3.19%,7.48%,131.12M,1.56,24.14%,29.21%,1.01,77.74%,4.85,3.41,6.04%,0.31M,335.00%,-,-,-,36.81%,3.72 - 19.18,8.82%,-,5.49,-,20.69%,-13.82%,0.59,-,-,0.14%,-,344.35%,1.16,"Aug 30, 2022",1.20,217.00%,18.83%,55.00,7.73% 6.63%,84,0.29,6.39%,12.10%,1.00,18.00,Yes / Yes,0.28,268.62%,-,3.96,13.67,0.05%,0.00%,25.54%,Mar 13 AMC,304.15K,16.53,4.61%,3.88%,50.37%,,"301,143",20.92%,KINS
-,13.64,4.91,4.81%,63.84M,0.51%,4.27B,9.98,9.34%,0.00%,60.83M,1.35%,317.80M,2.25,1.49,85.22%,2.11%,0.36%,4.64B,0.92,4.13%,0.93%,3.70,12.89%,43.68,1.53,2.51%,1.28M,15.01%,-,-,6.06%,12.01%,54.11 - 73.01,0.69%,1.26 (1.88%),12.97,-9.21%,8.44%,-8.37%,1.03,1.25 (1.87%),-,-1.34%,-,23.64%,1.68,"Feb 18, 2025",0.38,216.51%,11.20%,53.10,2.84% 2.44%,7400,0.52,-6.08%,6.84%,1.57,84.40,Yes / Yes,0.35,89.30%,25.27%,0.63,66.37,2.61%,32.42%,0.03%,Feb 05 AMC,346.78K,66.90,1.38%,1.23%,5.02%,,"54,411",0.80%,KMPR
RUT,11.96,2.42,5.18%,20.28M,-3.05%,593.27M,6.17,7.19%,-2.99%,19.42M,-3.34%,52.40M,-,0.62,92.35%,3.19%,-17.42%,2.09B,0.28,6.57%,1.29%,3.97,-19.38%,24.10,1.20,2.81%,0.62M,-45.46%,2.14,13.51,-,10.61%,27.00 - 56.96,-10.62%,-,14.13,-4.88%,3.54%,-49.15%,1.48,0.29 (1.00%),0.85,5.28%,17.34%,7.26%,1.14,"Mar 07, 2025",2.09,-41.29%,8.77%,44.35,3.72% 4.17%,2082,2.09,-2.88%,2.50%,1.00,56.33,Yes / Yes,2.03,-184.60%,11.38%,0.37,28.38,-4.02%,-15.38%,-7.05%,Feb 27 BMO,155.94K,28.96,-2.80%,-4.60%,-18.37%,,"14,407",2.04%,KOP
RUT,5.69,0.39,4.23%,471.90M,2.51%,1.07B,6.06,332.78%,-4.22%,457.69M,-28.27%,189.85M,15.38,-0.08,94.84%,10.72%,-39.32%,1.68B,0.64,-79.63%,-3.19%,4.89,-41.99%,2.54,0.88,3.71%,49.08M,-58.81%,0.18,12.63,0.37%,17.01%,2.07 - 6.58,-34.36%,-,-,-,4.80%,-65.88%,1.96,-,0.46,12.40%,34.10%,8.45%,0.18,"Mar 04, 2020",0.75,-13.08%,28.03%,34.74,6.53% 7.12%,243,2.30,-2.25%,11.30%,2.00,5.60,Yes / Yes,2.30,-130.96%,0.00%,0.42,2.16,0.27%,-597.67%,-22.75%,Feb 24 BMO,10.04M,2.24,-14.84%,-27.75%,-46.29%,,"1,046,949",3.94%,KOS
RUT,10.65,0.75,81.27%,115.00M,1.53%,917.99M,6.43,38.45%,0.02%,21.54M,-13.73%,86.20M,0.46,0.17,15.68%,3.29%,-23.71%,1.89B,0.49,19.48%,2.16%,4.06,-25.00%,7.10,1.12,4.60%,0.71M,-29.44%,0.96,8.35,23.29%,10.61%,7.17 - 14.50,-18.15%,0.20 (2.51%),27.24,-0.07%,6.82%,-44.97%,1.16,0.34 (4.26%),0.94,2.42%,20.10%,11.30%,0.36,"Mar 11, 2025",2.32,275.71%,7.49%,38.75,6.30% 3.61%,2524,0.65,13.24%,4.57%,1.00,9.00,Yes / Yes,0.55,-149.02%,64.03%,0.90,7.64,-8.81%,-209.09%,5.75%,Mar 06 AMC,174.67K,7.98,-5.40%,-12.05%,-27.94%,,"39,106",4.45%,KRO
-,8.20,0.97,2.75%,111.32M,-34.70%,887.59M,14.27,14.23%,-0.66%,108.25M,-31.38%,109.00M,-,-0.52,106.09%,50.28%,-47.61%,16.22B,0.05,-67.39%,-16.28%,5.85,-58.21%,34.27,0.23,0.79%,54.43M,-68.56%,1.20,6.62,-,2.83%,8.14 - 29.60,-43.21%,0.83 (10.39%),3.23,-25.86%,1.08%,-73.06%,1.68,2.00 (25.08%),0.14,-3.16%,35.86%,-2.05%,0.69,"Mar 21, 2025",1.08,-65.92%,3.14%,20.12,10.67% 5.32%,96000,1.88,-7.18%,0.67%,3.71,8.62,Yes / Yes,1.67,-74.34%,204.08%,2.37,8.21,-0.13%,30.53%,-9.39%,Mar 11 BMO,9.30M,7.97,-28.09%,-35.21%,-54.93%,,"5,494,877",-2.88%,KSS
RUT,13.81,4.37,1.93%,55.31M,-0.31%,3.34B,11.12,7.25%,-14.04%,54.26M,-25.12%,245.80M,2.43,1.16,94.88%,4.94%,-31.83%,2.61B,1.28,3.39%,0.71%,4.08,-16.18%,7.23,8.33,14.92%,2.68M,-0.12%,6.04,9.98,5.69%,63.68%,52.95 - 96.80,-29.42%,2.12 (3.52%),9.54,20.90%,21.00%,-37.73%,0.99,2.04 (3.38%),1.71,1.15%,44.51%,13.84%,3.07,"Mar 10, 2025",2.70,7.19%,13.57%,25.68,4.26% 4.78%,13200,1.98,0.07%,9.42%,2.40,82.00,Yes / Yes,1.93,-5.40%,46.28%,0.67,59.51,0.18%,2.73%,4.48%,Feb 25 BMO,657.41K,60.28,-14.31%,-25.21%,-22.77%,,"110,616",1.29%,KTB
-,9.82,29.70,2.48%,26.40M,-4.39%,7.66B,7.07,17.26%,-8.38%,25.64M,-24.41%,802.10M,0.54,7.61,105.46%,6.85%,-22.56%,36.24B,0.21,17.38%,-8.17%,4.77,11.40%,252.10,1.16,3.69%,1.76M,1.94%,15.30,19.06,18.18%,12.47%,243.00 - 405.67,-18.43%,2.16 (0.74%),-,20.60%,5.20%,-28.13%,1.61,2.12 (0.73%),0.28,25.54%,14.67%,19.99%,11.43,"Mar 07, 2025",1.19,-18.09%,4.36%,26.53,4.65% 3.42%,30000,2.10,16.75%,2.21%,1.59,439.00,Yes / Yes,1.32,5.07%,7.06%,0.81,285.59,1.60%,8.72%,20.17%,Feb 12 BMO,367.90K,291.57,-11.60%,-16.41%,-7.94%,,"74,384",2.09%,LAD
RUT,9.68,1.94,15.84%,150.79M,-3.19%,2.83B,11.22,13.18%,-0.19%,126.90M,-5.34%,296.47M,-,-0.19,85.87%,1.94%,0.43%,1.57B,1.81,9.63%,-0.29%,3.49,27.63%,6.36,2.95,14.84%,2.46M,38.34%,0.65,28.97,-,30.98%,13.26 - 21.73,2.79%,1.13 (6.01%),17.62,24.18%,22.85%,-13.48%,0.48,-,0.62,5.99%,26.79%,41.78%,0.52,"Nov 14, 2023",0.62,185.01%,23.87%,41.64,2.90% 3.04%,31800,0.45,5.55%,18.92%,1.67,22.83,Yes / Yes,0.35,133.38%,0.00%,0.26,18.49,2.89%,21.86%,3.41%,Feb 20 BMO,704.62K,18.80,-4.07%,-1.96%,11.25%,,"46,059",1.68%,LAUR
RUT,7.75,1.86,3.62%,161.86M,-4.71%,2.35B,12.50,103.80%,-4.70%,156.45M,-15.67%,316.01M,-,0.06,102.58%,7.95%,-21.78%,4.32B,0.54,-69.65%,-6.87%,3.85,-23.23%,12.23,1.18,9.98%,12.43M,-32.45%,0.12,117.45,-4.92%,16.54%,13.85 - 24.75,-27.33%,0.32 (2.18%),13.16,28.74%,13.07%,-41.60%,1.24,0.30 (2.08%),0.97,35.52%,14.13%,4.33%,0.75,"Mar 06, 2025",1.27,-40.79%,8.90%,28.29,4.49% 4.46%,5700,0.27,-9.11%,7.32%,2.00,21.04,Yes / Yes,0.22,-41.98%,15.55%,0.50,14.13,-3.94%,208.46%,-12.22%,Jan 29 AMC,3.23M,14.45,-11.31%,-22.28%,-26.26%,,"403,707",2.30%,LBRT
S&P 500,14.59,9.24,1.37%,131.16M,-3.22%,17.28B,11.52,9.05%,-0.37%,126.46M,-1.53%,1.25B,1.99,2.50,79.47%,4.63%,-15.86%,16.66B,1.04,5.05%,-1.64%,3.82,-11.60%,33.64,4.01,9.72%,5.86M,5.91%,8.45,15.94,7.32%,29.12%,123.22 - 202.90,-6.46%,1.62 (1.20%),13.90,14.92%,13.80%,-33.59%,0.67,1.54 (1.14%),1.10,8.50%,16.79%,9.36%,4.57,"Mar 14, 2025",1.19,541.97%,10.89%,48.60,4.06% 3.47%,48000,1.23,7.93%,7.53%,2.00,172.57,Yes / Yes,1.06,27.72%,16.70%,0.34,132.86,5.62%,4.46%,9.67%,Feb 11 BMO,1.53M,134.76,2.08%,-4.06%,-11.81%,,"131,007",1.43%,LDOS
-,10.62,8.94,0.43%,53.58M,-3.87%,5.10B,6.26,20.13%,0.95%,53.41M,-1.38%,506.60M,0.81,2.65,105.23%,3.78%,-7.42%,23.30B,0.22,0.10%,-0.82%,2.72,-8.14%,83.09,1.14,3.53%,2.02M,-32.79%,19.77,4.81,13.05%,10.81%,86.28 - 147.11,0.33%,3.12 (3.28%),9.08,-6.79%,6.52%,-35.42%,1.30,3.08 (3.24%),1.02,3.82%,6.99%,10.12%,3.14,"Mar 06, 2025",1.32,-7.27%,4.06%,48.90,4.07% 3.05%,173700,0.79,-0.70%,2.17%,2.00,119.33,Yes / Yes,0.74,-26.12%,34.34%,0.41,93.50,3.33%,14.06%,-2.16%,Feb 06 BMO,741.29K,95.01,-0.83%,-0.09%,-9.77%,,"75,162",1.61%,LEA
S&P 500,8.15,14.35,13.36%,236.17M,-6.61%,30.72B,8.00,21.29%,-0.05%,229.04M,-3.86%,3.89B,1.88,1.71,84.86%,3.92%,-24.75%,35.48B,0.87,-12.33%,1.73%,2.61,-31.72%,103.90,1.13,9.67%,8.97M,-26.70%,18.95,6.17,4.34%,14.30%,115.61 - 186.23,-10.78%,1.98 (1.70%),12.47,20.04%,13.03%,-37.22%,1.51,1.94 (1.66%),0.85,10.23%,22.59%,1.12%,3.78,"Jan 29, 2025",3.44,4.22%,13.54%,38.49,3.61% 2.97%,13265,0.16,3.47%,10.98%,2.45,146.10,Yes / Yes,0.07,-15.65%,13.97%,1.05,116.33,-1.12%,-2.01%,-9.22%,Mar 20 AMC,3.44M,116.91,-3.58%,-7.51%,-23.48%,,"900,408",0.50%,LEN
-,7.88,0.35,36.60%,52.29M,-0.63%,142.90M,6.90,-8.76%,0.00%,33.15M,1.97%,18.13M,0.31,0.09,22.86%,0.14%,7.04%,128.39M,1.11,66.92%,-1.36%,0.39,13.49%,3.55,0.77,1.69%,0.05M,22.86%,1.24,2.20,25.18%,9.46%,2.09 - 2.80,5.92%,0.33 (12.00%),4.76,-,1.46%,-2.40%,0.86,0.30 (11.07%),-,35.45%,93.45%,30.83%,0.06,"Dec 31, 2024",-,50.74%,85.69%,54.68,2.82% 2.15%,600,4.12,33.30%,14.12%,2.60,3.00,No / Yes,4.12,-1.61%,90.69%,0.59,2.71,1.78%,19.05%,-6.88%,Nov 12 AMC,116.85K,2.73,0.19%,2.96%,9.15%,,"16,972",0.84%,LFT
-,12.91,0.52,32.02%,12.37M,-4.90%,83.00M,10.90,6.03%,1.16%,8.42M,-23.90%,6.25M,0.80,0.15,19.81%,0.50%,-15.67%,52.72M,1.57,9.43%,14.68%,0.47,-,2.94,2.28,13.32%,0.04M,-,1.36,4.92,16.13%,23.05%,3.60 - 10.37,-19.42%,-,40.29,-,12.71%,-35.35%,-,-,2.46,32.57%,55.31%,86.23%,0.51,-,2.46,57.78%,14.28%,38.61,6.39% 7.51%,266,0.45,32.68%,11.85%,1.00,10.65,No / Yes,0.35,-8.11%,0.00%,0.09,6.46,5.28%,-9.09%,29.23%,Feb 13 AMC,88.88K,6.70,-7.86%,-16.39%,-6.35%,,"2,014",3.78%,LGCY
RUT,8.50,8.31,12.49%,23.40M,-5.94%,1.65B,7.08,23.06%,-0.16%,20.47M,-14.91%,196.07M,-,0.69,85.94%,11.89%,-33.05%,2.20B,0.75,-2.33%,-1.00%,9.50,-32.33%,87.07,0.81,5.47%,2.43M,-37.31%,2.27,31.06,-,10.07%,68.66 - 125.83,-21.00%,-,-,3.41%,5.57%,-43.87%,1.94,-,0.35,5.78%,24.21%,2.87%,3.29,-,14.68,-1.56%,9.63%,32.60,4.09% 4.30%,1170,0.73,-6.61%,8.90%,2.86,106.67,Yes / Yes,0.73,-1.86%,0.00%,1.49,70.62,-5.29%,-1.23%,-8.39%,Feb 25 BMO,256.36K,70.63,-6.64%,-15.08%,-28.22%,,"95,698",0.01%,LGIH
-,1.92,18.38,1.22%,170.38M,-0.98%,6.01B,4.17,9.96%,-0.91%,168.32M,-9.45%,3.19B,0.22,1.64,74.41%,2.31%,7.24%,20.75B,0.29,8.75%,1.13%,2.42,22.78%,42.75,0.82,0.92%,3.89M,31.68%,-,-,8.86%,43.24%,25.80 - 39.85,11.16%,1.82 (5.15%),-,33.25%,22.47%,-11.54%,1.56,1.80 (5.11%),-,6.41%,-,36.63%,1.28,"Apr 10, 2025",-,479.67%,18.31%,45.58,3.63% 3.29%,9783,0.76,47.95%,15.36%,3.06,39.33,Yes / Yes,0.72,231.07%,9.78%,0.52,34.46,-1.05%,8.78%,2908.02%,Feb 06 BMO,1.61M,35.25,-4.47%,0.40%,7.05%,,"208,248",2.29%,LNC
RUT,9.77,0.71,36.17%,37.37M,-0.58%,257.86M,7.31,11.86%,-0.15%,23.85M,-6.88%,26.21M,-,0.20,31.98%,1.54%,-11.76%,167.59M,1.54,15.53%,7.72%,6.68,13.86%,7.50,0.92,0.94%,0.37M,-1.57%,-,-,-,9.61%,5.86 - 7.98,-7.75%,0.30 (4.35%),17.99,-1.05%,6.58%,-13.53%,-,0.30 (4.35%),-,86.06%,-,17.75%,0.24,"Feb 28, 2025",0.20,238.16%,21.29%,41.49,3.49% 3.19%,342,0.46,152.82%,15.64%,2.33,8.33,No / Yes,0.42,135.69%,42.47%,0.81,6.69,-0.24%,12.48%,76.70%,Jan 27 AMC,54.86K,6.90,-4.77%,-4.97%,0.45%,,"11,057",3.14%,LNKB
RUT,11.66,0.85,14.63%,29.84M,-6.12%,296.88M,10.03,9.96%,0.00%,25.42M,-18.74%,25.68M,-,0.19,86.53%,8.59%,-19.40%,473.01M,0.63,1.57%,3.12%,9.60,-24.75%,8.74,1.14,3.92%,2.18M,15.66%,0.08,119.71,-,10.05%,8.17 - 14.25,-13.60%,-,10.72,5.16%,5.10%,-30.04%,1.37,-,0.24,1.41%,18.56%,22.03%,0.46,"Oct 21, 2022",0.26,15.12%,8.97%,28.07,6.47% 4.30%,4143,1.01,0.93%,5.43%,2.20,15.33,Yes / Yes,0.93,48.71%,0.00%,0.93,9.88,0.97%,49.14%,1.81%,Mar 06 AMC,227.43K,9.97,-10.46%,-13.29%,-17.58%,,"52,642",0.91%,LOCO
-,8.87,1.19,-,119.20M,-2.88%,1.26B,8.63,22.50%,-,119.18M,-8.12%,138.99M,-,-,17.71%,0.81%,-12.02%,657.72M,1.91,303.78%,9.20%,2.04,42.21%,6.32,1.67,12.82%,0.97M,58.18%,0.07,151.75,-,24.53%,5.70 - 13.79,-11.51%,0.51 (4.83%),-,9.67%,16.56%,-23.38%,1.01,-,0.27,3.36%,26.35%,85.38%,0.55,"Jun 30, 2023",1.02,242.59%,15.31%,43.54,5.03% 4.95%,2885,0.22,-42.74%,21.13%,2.33,12.27,Yes / Yes,0.09,205.43%,0.00%,0.68,10.29,-1.42%,-,-63.91%,Mar 06 AMC,475.22K,10.57,-3.61%,-8.22%,14.50%,,"80,744",2.68%,LOMA
-,9.80,3.24,13.83%,302.22M,-1.95%,9.59B,7.73,7.77%,0.00%,260.42M,-1.00%,976.97M,0.58,0.80,8.16%,0.14%,11.21%,12.83B,0.75,18.00%,0.00%,1.18,31.59%,2.40,13.20,6.53%,0.37M,-97.31%,6.53,4.86,16.82%,166.51%,21.83 - 1200.00,15.08%,0.90 (2.85%),8.20,-37.79%,13.50%,-97.36%,3.29,0.59 (1.86%),0.54,17.94%,24.89%,45.40%,0.69,"May 09, 2019",0.61,68.75%,12.29%,52.30,1.98% 2.02%,38664,9.89,10.24%,7.61%,1.18,40.39,No / Yes,9.01,221.43%,0.00%,0.99,31.86,-0.21%,6.09%,3.92%,Jan 31 BMO,311.28K,31.74,-1.31%,5.28%,-85.06%,,"76,724",-0.38%,LTM
RUT,13.26,2.92,1.31%,41.41M,-7.15%,1.60B,11.82,11.09%,0.00%,40.75M,-13.40%,123.93M,2.07,0.93,98.03%,5.50%,-14.36%,2.09B,0.76,-1.12%,-1.49%,4.94,-2.59%,24.66,1.57,6.39%,2.24M,6.47%,7.68,5.04,6.40%,12.40%,32.00 - 48.31,-11.20%,-,14.39,14.43%,8.67%,-19.90%,1.33,0.84 (2.17%),1.21,4.42%,43.95%,20.91%,1.38,"Mar 04, 2025",1.85,8.09%,7.81%,28.90,3.53% 3.42%,10200,0.48,1.81%,5.92%,3.00,46.00,Yes / Yes,0.40,1.84%,26.93%,0.67,38.33,1.03%,1.99%,4.27%,Feb 18 AMC,453.78K,38.69,-10.36%,-12.68%,-7.31%,,"75,395",0.94%,LZB
-,6.34,2.06,0.75%,277.70M,-6.97%,3.63B,6.21,0.28%,0.00%,275.62M,-11.50%,582.00M,-,0.14,82.66%,6.12%,-21.77%,23.01B,0.16,-20.43%,8.80%,2.37,-10.53%,16.39,0.80,3.44%,16.86M,-37.30%,4.70,2.78,-7.62%,13.40%,12.60 - 22.10,-22.74%,0.72 (5.49%),4.78,2.71%,5.68%,-40.81%,1.69,0.69 (5.31%),0.44,0.40%,40.28%,3.81%,0.59,"Mar 14, 2025",1.43,442.87%,4.07%,35.50,4.36% 4.19%,85581,1.25,-3.60%,2.53%,2.77,14.00,Yes / Yes,1.25,568.63%,32.36%,1.31,13.64,-0.17%,17.08%,-4.39%,Mar 06 BMO,7.13M,13.08,-8.29%,-11.70%,-18.68%,,"2,329,772",-4.11%,M
-,12.36,1.59,0.91%,330.00M,-6.21%,6.50B,10.77,7.58%,0.00%,327.19M,-9.32%,541.86M,1.83,-0.09,100.20%,4.93%,3.49%,5.38B,1.21,4.92%,1.83%,4.50,8.04%,6.86,2.87,8.35%,16.13M,-2.84%,4.20,4.69,6.74%,24.55%,15.87 - 22.07,11.08%,-,10.88,-,11.11%,-10.74%,0.51,-,2.00,3.87%,49.92%,24.10%,0.56,"Aug 21, 2017",2.38,163.15%,13.42%,38.56,3.12% 2.44%,34000,1.19,-1.13%,10.07%,1.62,25.64,Yes / Yes,1.15,0.50%,0.00%,0.66,19.66,1.15%,72.84%,1.59%,Feb 04 AMC,3.58M,19.69,-6.23%,-0.52%,4.80%,,"587,045",0.18%,MAT
